"Time","pm2.5","TMAX","TMIN","TD"
2011-05-09,49.7916666666667,256,119,137
2011-05-10,35.6666666666667,254,144,110
2011-05-11,103.333333333333,275,130,145
2011-05-12,41.5416666666667,242,160,82
2011-05-13,32.4583333333333,269,177,92
2011-05-14,30.7916666666667,299,168,131
2011-05-15,40.0416666666667,274,160,114
2011-05-16,51.875,287,111,176
2011-05-17,155.166666666667,266,162,104
2011-05-18,173.458333333333,284,181,103
2011-05-19,13.5833333333333,251,167,84
2011-05-20,33,208,168,40
2011-05-21,42.375,261,115,146
2011-05-22,66.5833333333333,302,126,176
2011-05-23,102.833333333333,281,140,141
2011-05-24,70.25,271,169,102
2011-05-25,61.7391304347826,280,176,104
2011-05-26,105.7,280,176,104
2011-05-27,111,286,146,140
2011-05-28,141.083333333333,320,192,128
2011-05-29,107.666666666667,288,218,70
2011-05-30,54.25,303,201,102
2011-05-31,12.4782608695652,293,224,69
2011-06-01,17.9565217391304,322,215,107
2011-06-02,79.4583333333333,353,196,157
2011-06-03,29.4583333333333,324,235,89
2011-06-04,39.9473684210526,308,203,105
2011-06-05,86.7916666666667,329,176,153
2011-06-06,99.4285714285714,299,228,71
2011-06-07,136.25,353,199,154
2011-06-08,26.625,330,180,150
2011-06-09,132.208333333333,325,203,122
2011-06-10,114.791666666667,339,225,114
2011-06-11,64.2916666666667,292,176,116
2011-06-12,23.3333333333333,347,171,176
2011-06-13,90.125,348,200,148
2011-06-14,150.541666666667,339,232,107
2011-06-15,151.375,313,220,93
2011-06-16,114.083333333333,243,195,48
2011-06-17,102.041666666667,303,209,94
2011-06-18,185.5,347,209,138
2011-06-19,196.416666666667,331,207,124
2011-06-20,179.166666666667,355,219,136
2011-06-21,145,355,252,103
2011-06-22,249.666666666667,323,267,56
2011-06-23,135.791666666667,280,200,80
2011-06-24,27.0416666666667,272,177,95
2011-06-25,35.4166666666667,306,193,113
2011-06-26,50.9166666666667,326,197,129
2011-06-27,59.9583333333333,312,199,113
2011-06-28,143,331,222,109
2011-06-29,235.666666666667,307,234,73
2011-06-30,142.291666666667,312,233,79
2011-07-01,136.5,292,225,67
2011-07-02,161.708333333333,279,242,37
2011-07-03,105.083333333333,350,233,117
2011-07-04,64.2916666666667,348,235,113
2011-07-05,125.5,324,257,67
2011-07-06,167.791666666667,324,250,74
2011-07-07,26.9166666666667,313,200,113
2011-07-08,23.0833333333333,340,210,130
2011-07-09,23,350,209,141
2011-07-10,87,338,244,94
2011-07-11,191.791666666667,329,236,93
2011-07-12,111.291666666667,306,242,64
2011-07-13,93.7083333333333,321,239,82
2011-07-14,103.166666666667,330,241,89
2011-07-15,75.4166666666667,291,216,75
2011-07-16,74.75,314,226,88
2011-07-17,105,296,216,80
2011-07-18,105.958333333333,292,227,65
2011-07-19,97.8333333333333,298,236,62
2011-07-20,44.375,278,221,57
2011-07-21,90.1666666666667,296,237,59
2011-07-22,174.708333333333,304,243,61
2011-07-23,292.416666666667,337,261,76
2011-07-24,226.75,343,244,99
2011-07-25,51.6666666666667,313,240,73
2011-07-26,47.9583333333333,340,242,98
2011-07-27,67.4583333333333,316,230,86
2011-07-28,210,325,254,71
2011-07-29,130.625,303,232,71
2011-07-30,41.7916666666667,324,211,113
2011-07-31,64.05,359,234,125
2011-08-03,62.9230769230769,310,209,101
2011-08-04,105.826086956522,315,225,90
2011-08-05,150.333333333333,313,249,64
2011-08-06,108.5,298,241,57
2011-08-08,100.5,337,243,94
2011-08-09,173.909090909091,337,219,118
2011-08-10,64,337,220,117
2011-08-11,101.272727272727,339,249,90
2011-08-12,133.333333333333,327,255,72
2011-08-13,121.125,307,245,62
2011-08-14,105.875,294,238,56
2011-08-15,112.625,270,245,25
2011-08-16,16.875,327,228,99
2011-08-17,50,301,226,75
2011-08-18,21.4583333333333,299,211,88
2011-08-19,59.125,294,207,87
2011-08-20,77.4583333333333,309,199,110
2011-08-21,85.9090909090909,309,210,99
2011-08-22,106.727272727273,306,210,96
2011-08-23,92,301,217,84
2011-08-24,104.8,300,213,87
2011-08-25,100.708333333333,266,219,47
2011-08-26,90.875,271,203,68
2011-08-27,88.4583333333333,272,210,62
2011-08-28,85.7083333333333,290,189,101
2011-08-29,127.260869565217,298,209,89
2011-08-30,164.541666666667,304,242,62
2011-08-31,238.791666666667,316,235,81
2011-09-01,28.875,290,192,98
2011-09-02,55.5416666666667,285,192,93
2011-09-03,89.625,268,212,56
2011-09-04,87.4583333333333,296,196,100
2011-09-05,89.375,290,189,101
2011-09-06,118.333333333333,291,202,89
2011-09-07,158.416666666667,294,211,83
2011-09-08,36.6666666666667,238,170,68
2011-09-09,21.5,250,165,85
2011-09-10,21.0833333333333,209,140,69
2011-09-11,44.8333333333333,226,133,93
2011-09-12,122.25,209,139,70
2011-09-13,121.458333333333,215,187,28
2011-09-14,158.5,255,184,71
2011-09-15,149.166666666667,274,177,97
2011-09-16,22.7083333333333,248,182,66
2011-09-17,18.9166666666667,213,152,61
2011-09-18,21.4583333333333,207,118,89
2011-09-19,29.375,232,102,130
2011-09-20,36.7083333333333,261,104,157
2011-09-21,40.9583333333333,272,103,169
2011-09-22,53.1666666666667,287,106,181
2011-09-23,119.041666666667,263,139,124
2011-09-24,146.416666666667,279,142,137
2011-09-25,265.25,260,145,115
2011-09-26,211.478260869565,273,151,122
2011-09-27,217.291666666667,258,152,106
2011-09-28,295.875,228,170,58
2011-09-29,45.4166666666667,242,169,73
2011-09-30,26.7916666666667,202,112,90
2011-10-01,39.7083333333333,225,98,127
2011-10-02,25.5,203,76,127
2011-10-03,37.5833333333333,216,53,163
2011-10-07,148.222222222222,222,95,127
2011-10-08,197.291666666667,212,122,90
2011-10-09,356.625,237,165,72
2011-10-10,70.125,205,157,48
2011-10-11,118.458333333333,215,157,58
2011-10-12,229.652173913043,227,137,90
2011-10-13,91.625,214,136,78
2011-10-14,12.625,197,116,81
2011-10-15,14.625,204,101,103
2011-10-16,16.2083333333333,222,88,134
2011-10-17,32.875,192,67,125
2011-10-18,93.5,205,79,126
2011-10-19,177.541666666667,181,105,76
2011-10-20,287.958333333333,172,123,49
2011-10-21,253.333333333333,204,109,95
2011-10-22,318.875,183,102,81
2011-10-23,174.416666666667,151,94,57
2011-10-24,16.9565217391304,166,25,141
2011-10-25,30.0588235294118,155,10,145
2011-10-26,122.8125,126,50,76
2011-10-27,205.583333333333,175,48,127
2011-10-28,177.458333333333,178,52,126
2011-10-29,232,167,56,111
2011-10-30,281.916666666667,147,61,86
2011-10-31,246.625,160,104,56
2011-11-01,196.045454545455,160,126,34
2011-11-02,40.9166666666667,144,78,66
2011-11-03,70.2916666666667,158,105,53
2011-11-04,96.5833333333333,164,123,41
2011-11-05,31.8333333333333,158,104,54
2011-11-06,66.25,145,84,61
2011-11-07,58.125,139,52,87
2011-11-08,52.7916666666667,164,90,74
2011-11-09,38,162,50,112
2011-11-10,68.0416666666667,158,9,149
2011-11-11,155.958333333333,145,24,121
2011-11-12,46.6666666666667,170,82,88
2011-11-13,29.7916666666667,125,55,70
2011-11-14,152.25,116,1,115
2011-11-15,203.75,109,10,99
2011-11-16,218.181818181818,111,26,85
2011-11-17,121.791666666667,103,51,52
2011-11-18,84.125,158,57,101
2011-11-19,20.125,92,24,68
2011-11-20,62.125,71,-24,95
2011-11-21,144,82,-18,100
2011-11-22,151.625,110,24,86
2011-11-23,23,57,-10,67
2011-11-24,186.625,23,-42,65
2011-11-25,214.666666666667,50,-34,84
2011-11-26,246.791666666667,67,-9,76
2011-11-27,227.125,108,-20,128
2011-11-28,125.208333333333,114,10,104
2011-11-29,67.25,49,6,43
2011-11-30,98.9565217391304,62,-27,89
2011-12-01,162.958333333333,41,-44,85
2011-12-02,330.208333333333,2,-23,25
2011-12-03,113.833333333333,52,-59,111
2011-12-04,266.458333333333,18,-39,57
2011-12-05,314.666666666667,7,-27,34
2011-12-06,244.041666666667,42,5,37
2011-12-07,113.916666666667,51,2,49
2011-12-08,10.8333333333333,10,-51,61
2011-12-09,18.6666666666667,16,-53,69
2011-12-10,36.5833333333333,49,-55,104
2011-12-11,83.7083333333333,102,-44,146
2011-12-12,49.4166666666667,76,-19,95
2011-12-13,156.916666666667,28,-7,35
2011-12-14,14.4583333333333,38,-39,77
2011-12-15,14.5,8,-56,64
2011-12-16,26.4166666666667,-5,-79,74
2011-12-17,107.583333333333,20,-102,122
2011-12-18,52.125,38,-69,107
2011-12-19,62.7916666666667,36,-54,90
2011-12-20,84.375,42,-65,107
2011-12-21,21,36,-44,80
2011-12-22,30.4166666666667,36,-41,77
2011-12-23,54.625,51,-76,127
2011-12-24,43.3333333333333,43,-26,69
2011-12-25,85.625,48,-55,103
2011-12-26,145.833333333333,20,-70,90
2011-12-27,198.875,23,-53,76
2011-12-28,160.5,56,-62,118
2011-12-29,61.75,-8,-49,41
2011-12-30,136.625,-13,-39,26
2011-12-31,163.666666666667,48,-65,113
2012-01-01,72.25,32,-51,83
2012-01-02,63.4166666666667,24,-56,80
2012-01-03,14.7916666666667,-5,-50,45
2012-01-04,33.8333333333333,9,-84,93
2012-01-05,117.208333333333,31,-99,130
2012-01-06,113.5,-19,-71,52
2012-01-07,118,-13,-46,33
2012-01-08,170.458333333333,21,-47,68
